Offset,Length,Type,Text
0x70B04,51,code,\0\s7\1\s0\0制作人员名单太长了！\1\s1冷静点！
0x70B40,65,code,\0\s7\1\s0\0我觉得一定要带点色情元素才行！\1\s1冷静点！
0x70B8C,99,code,\0\s7\1\s0\0以为 OS 是 Operation System 的只有你了吧！\w8新保！\1\s0冷静点！
0x70BF8,40,code,\0\s0\1\s0\0\_s空想中的好朋友集团！\_s
0x70C2C,49,code,\0\s7\1\s0\0牛奶要嚼着喝！\1\s1冷静点！
0x70C68,47,code,\0\s7\1\s0\0吃了猪肉汤快去睡！\1\s0冷静点！
0x70CA0,88,code,\0\s7\1\s0\0把 install 缩成 inst 的只有你了吧！\w8国分寺！\1\s1冷静点！
0x70D04,77,code,\0\s7\1\s0\0请停止瞒着家人玩美少女游戏！\1\s1冷静点！
0x70D5C,45,code,\0\s7\1\s0\0冲击性事实！\1\s1冷静点！
0x70D94,75,code,\0\s7\1\s0\0别拿「勇者斗恶龙风格」来搪塞质量差！\1\s1冷静点！
0x70DE8,65,code,\0\s0\1\s0\0生而对不起\w8\s7啪——拳！\1\s1冷静点！
0x70E34,59,code,\0\s7\1\s0\0别以为光靠色情功能就能撑下去！\1\s0冷静点！
0x70E78,63,code,\0\s7\1\s0\0传说中的勇者什么的早就腻了！\1\s0冷静点！
0x70EC0,59,code,\0\s7\1\s0\0你先学会\w8察言观色\w4好吗——！\1\s1冷静点！
0x70F04,53,code,\0\s7\1\s0\0救命啊软件伦理协会的大人物！\1\s1冷静点！
0x70F44,63,code,\0\s7\1\s0\0大人物是不会懂的啦！\1\s1冷静点！
0x70F8C,48,code,\0\s7\1\s0\0对佛像啪——\w8拳！\1\s1冷静点！
0x70FC8,73,code,\0\s7\1\s0\0请别强行加色情场景！\1\s1冷静点！
0x79D20,15,code,\s3超出视野\e
0x79D38,66,code,\0\s4……\w8\w8感觉重重叠叠的。\w8\w8\1\s1呼呼呼。
0x79D84,14,code,\s[21]…………
0x79D9C,24,code,\s[21]……\w8\w8嗯嗯……
0x79DC0,24,code,\s[21]……\w8\w8嗯……
0x79DE4,28,code,\s[21]……\w8\w8困困……
0x79E2C,77,code,\0\s[22]……\w8\w8咕……\w8\w8\w8\w8\b[-1]\1\s0……\w8\w8真能睡的孩子呢……
0x79E84,125,code,\0\s[22]……\w8\w8咕……\w8\w8\w8\w8\b[-1]\1\s0……\w8\w8看来很累的样子，\w8\w8\n\n还是让她睡比较好哦。
0x79F0C,127,code,\0\s[22]……\w8\w8咕……\w8\w8\w8\w8\b[-1]\1\s0……\w8\w8看来相当累了，\w8\w8\n\n还是让她睡比较好哦。
0x79F94,237,code,\0\s[20]啊……\w8\w8已经这个时间了……\w8\w8\w8\w8\n\n\s0那，我去泡个澡。\w8\w8\1\s0嗯。\w8\w8\n\n去吧。\w8\w8\w8\0\n\n嗯。\w8\w8\s5那回头见。\w8\w8\b[-1]\s[-1]\1\b[-1]\c\w8\w8\w8\w8\w8\w8\0\s[26]\1\s3……
0x7A0AC,142,code,\0\s[44]我回来了。\1\s1……！\w8\w8\w8\w8\0\n\n……\w8\w8啊。\w8\w8\s[-1]\w8\w8\w8\w8\0\n\n\s8……\w8\w8\w8\w8\1\n\n你是故意的吧。
0x7A144,102,code,\t\0\s0我回来了。\w8\w8\1\s0欢迎回来。\w8\w8\0\s5\n\n洗完清爽了，\w4重新振作加油吧！
0x7A1F8,76,code,\0\s8……\w8\w8读不了……\w8\w8\n\n被对策了？\w8\w8\1\s0真是悲伤的话呢……
0x7A250,33,code,\0\s0今天的天气哦。\w8\w8\n\n
0x7A288,58,code,\0\s8……\w8\w8数据不来……\w8\w8\1\s0是不是掉了。
0x7A2F4,4,code,爱理
0x7A304,24,code,歌丸。非等闲之辈。
0x7A34C,10,code,  ユースケ
0x7A3A4,4,code,美耳
0x7A3B4,22,code,耳。非等闲之辈。
0x7A3D4,11,code,  くーぴー2
0x7A438,6,code,樱
0x7A448,6,code,老家。
0x7A470,6,code,  すか
0x7A498,10,code,  川上新夜
0x7A4AC,12,code,樱御影
0x7A4FC,18,code,基本操作说明
0x7A528,16,code,现金卡
0x7A544,12,code,小樱卡
0x7A55C,16,code,追加卡
0x7A578,16,code,信用卡
0x7A594,22,code,金积分卡
0x7A5B4,14,code,樱屋卡
0x7A5CC,14,code,数码子屋卡
0x7A5F8,20,code,请让一下
0x7A62C,40,code,MATERIA 设置窗口始终置顶显示
0x7A674,8,code,算了吧
0x7A6A4,22,code,人格使用率图表
0x7A704,22,code,对话框使用率图表
0x7A73C,18,code,随口交代差事
0x7A768,12,code,交代差事
0x7A798,12,code,樱的设置
0x7A7C0,16,code,使用搜索引擎
0x7A7EC,14,code,今明天气
0x7A814,14,code,小樱光束
0x7A82C,14,code,和小樱玩游戏
0x7A85C,14,code,推荐网站
0x7A888,8,code,联网检查
0x7A8AC,22,code,邮箱
0x7A8E8,10,code,本体的设置
0x7A914,24,code,切换到其他人格
0x7A950,24,code,更换樱的外壳
0x7A98C,20,code,切换对话框
0x7A9CC,24,code,头条传感器状态
0x7AA01,4,code,退出
0x7AA10,8,code,实用信息
0x7AA24,8,code,可能吧
0x7AA38,10,code,小樱导航
0x7AA4C,12,code,去小樱那
0x7AA78,13,code,月之相
0x7AAA8,34,code,会被敌人发现所以战斗中不用
0x7AAFC,8,code,萌战
0x7AB10,16,code,小樱打字
0x7AB2C,16,code,打字游戏
0x7AB48,12,code,小樱问答
0x7AB60,12,code,问答游戏
0x7AB78,14,code,小樱视力测试
0x7AB90,6,code,……？
0x7ABB0,11,code,待办列表
0x7ABD4,13,code,通知列表
0x7ABEC,6,code,骰子
0x7AC08,3,code,3分
0x7AC14,7,code,热水3分
0x7AC24,3,code,4分
0x7AC30,7,code,热水4分
0x7AC40,3,code,5分
0x7AC4C,7,code,热水5分
0x7AC5C,14,code,古朗基语转换
0x7AC74,20,code,半决赛游戏
0x7AC94,10,code,重力语转换
0x7ACA8,26,code,注意用词
0x7ACCC,36,code,要有作为测试者的自觉
0x7ACFC,26,code,多为他人着想
0x7AD20,34,code,那种游戏方式不太好
0x7AD4C,13,code,CompJapan功能
0x7AD64,4,code,欺诈
0x7AD74,16,code,清空回收站
0x7AD90,2,code,空
0x7AD9C,30,code,清除「最近使用的文件」
0x7ADC4,10,code,鸡肋功能
0x7ADD8,26,code,清除图标缓存
0x7ADFC,26,code,清除字体缓存
0x7AE20,18,code,刷新内存
0x7AE3C,2,code,谜
0x7AE48,10,code,校准时钟
0x7AE5C,26,code,校准时钟
0x7AE80,12,code,使用率图表
0x7AE98,38,code,人格/外壳/对话框使用率分布
0x7AEC8,21,code,人格使用率 - 合计
0x7AEE8,38,code,人格使用率分布（全进程合计）
0x7AF18,21,code,人格使用率 - 个别
0x7AF38,20,code,人格使用率分布
0x7AF58,14,code,对话框使用率
0x7AF70,20,code,对话框使用率分布
0x7AFAC,57,code,"\![enter,passivemode]\0\s5视力检查时间——。\w8\w8\n\n"
0x7AFF0,75,code,\s0接下来我会按顺序显示图形，请回答哪个方向缺了。\w8\w8
0x7B044,27,code,\1\s0普通的视力检查呢。\x
0x7B068,57,code,"\c\s5好，走吧～。\w8\w8\![raise,OnEyesightgameNext,0]"
0x7B0C8,51,code,"是的。\![open,inputbox,OnEyesightgameInput,15010]"
0x7B120,2,code,右
0x7B12C,4,code,右
0x7B13C,219,code,"\0\s5正确。\w8\w8\n\n……\w8\w8\w8\s[20]那么判定结果是……\w8\w8\n\n\s5没问题！\w8看得见！\w8\w8\1\s0……\w8\w8\w8就只有这点功能吗，这个。\w8\w8\0\n\n乌纽不多嘴！\![leave,passivemode]"
0x7B220,61,code,"\0\s8……\w8\w8\1\s0……\w8\w8\0\n\n……\![leave,passivemode]"
0x7B27C,23,code,\0\s5正确。\w8\w8\n\n
0x7B29C,27,code,\0\s5正解——。\w8\w8\n\n
0x7B2C0,17,code,\1\s0哦哦。\w8\w8
0x7B2DC,33,code,\0\s5很清楚嘛——。\w8\w8\n\n
0x7B308,2,code,第
0x7B314,20,code,题，通过！\w8\w8
0x7B358,51,code,\0\s8……\w8\w8不想回答……\w8\w8啦。\w8\w8\n\n
0x7B3A4,27,code,\0\s5时间到——。\w8\w8\n\n
0x7B3C8,15,code,\0\s8……\w8\w8
0x7B3E0,18,code,吗……\w8\w8\n\n
0x7B3FC,27,code,\0\s5不对～。\w8\w8\n\n
0x7B420,19,code,\1\s1呼呼呼。\w8\w8
0x7B43C,34,code,\0\s5真遗憾。欢迎再来！\w8\w8
0x7B4A8,54,code,"\0\s0那，\s5走了哦——。\w8\w8\![raise,OnQuizNext]"
0x7B4FC,7,code,\0\s0第
0x7B50C,14,code,题。\w8\w8\n\n
0x7B548,63,code,\0\s0视力检查时用的这种图。\w8\w8\n\n它的正式名称是？
0x7B5DC,214,code,\0\s0FC人气巅峰时，很多和艺人相关的游戏被制作出来。\w8\w8\n\n如今作为怪人稳固地位的田代政，当时也出了一款FC游戏。\w8\w8\n\n\s5那个标题是？
0x7B6E8,58,code,\0\s0黑暗要塞：遗迹的 BGM 乐队叫什么？
0x7B764,202,code,\0\s0\0\s0因为部分不懂事的小孩稍微晕倒，此后再也不能用同样的特效了，看电视要保持距离之类的烦人字幕每次必出，久米宏还莫名起劲，
0x7B838,101,code,给动画界带来了莫名不快的宝可梦第38话。\w8\w8\n\n\s5其副标题是？
0x7B8BC,56,code,\0\s5Beta录像带L-500的βII模式录影时间是几分钟？
0x7B9E8,114,code,\0\s0让高机动幻想秒变垃圾游戏的菜鸟救星武器\w4 N.E.P。\w8\w8\n\n这把武器的正式名称是？\w8\w8\n\n
0x7BA64,112,code,\s5啊，顺便说下，请用英语，不加连字符中点等多余符号。\w8\w8\1\s0片假名也行，姑且算吧。
0x7BB70,44,code,\b[2]\0\s[20]菜单……\w8\w8\s0啦。\n\n
0x7BBA8,142,code,"\b[2]\![enter,passivemode]\0\s5\_s小樱问答。\_s\w8\1\s0\n\n简称「小樱打」。\w8\w8\0\n\n……\w8\w8\s8不不，那绝对不对……\w8\w8\n\n"
0x7BC40,30,code,"\![*]\q[说明,OnQuizTutorial]\n"
0x7BC7C,10,code,\![*]\q[第
0x7BC90,15,code,"题,OnQuizStart,"
0x7BCA8,3,code,]  
0x7BCB4,10,code,\_q○\_q\n
0x7BCC8,25,code,"\![*]\q[退出,OnQuizLeave]"
0x7BD04,85,code,\0\s[20]要出题了，输入答案吧。\w8\w8\n\n\s5普通的问答游戏呢。\w8\w8\n\n
0x7BD64,45,code,\1\s0有时限的，注意点哦。\w8\w8\n\n
0x7BD9C,83,code,\0\s5不是选择题那种轻松的，做好觉悟吧。\w8\w8\n\n
0x7BDF8,13,code,\1\s0呼呼呼。
0x7BE4C,75,code,"\![leave,passivemode]\0\s0那，结束了。\w8\w8\n\n\s5辛苦了。\e"
0x7BEBC,27,code,\0\s8好可惜啊~\w8\w8\n\n
0x7BEE0,41,code,\0\s8哎呀呀……\w8\w8不行。\w8\w8\n\n
0x7BF14,71,code,\c\0\s5结束了——\w8完了。\w8\w8辛苦了——。\w8\w8\1\s0辛苦啦。\w8\w8
0x7BF64,28,code,\0\s[20]结果是……\w8\w8\n\n
0x7BF8C,6,code,10题中
0x7BF9C,8,code,题正确，
0x7BFB0,15,code,花费的时间是 
0x7BFC8,16,code,毫秒。\w8\w8\n
0x7BFE4,16,code,每题大约 
0x7C000,22,code,毫秒呢。\w8\w8\n\n
0x7C060,59,code,\s0啊。\w8\s5记录更新。\w8\w8\n\n恭喜！
0x7C0A4,27,code,\0\s4……\w8\w8没干劲？
0x7C0C8,37,code,\0\s8……\w8\w8嘛，再加油吧……
0x7C0F8,46,code,\1\s0还行吧。\w8\w8\0\s5下次加油哦。
0x7C130,61,code,\0\s0没能刷新记录……\w8啦。\w8\w8\n\n\s5下次加油哦。
0x7C178,65,code,\0\s0（看到这条消息的人处于Mercury Rising状态）\e
0x7C1D0,64,code,"好，回到标题了哦。\w8\w8\![raise,OnTypinggameEnter,return]"
0x7C25C,60,code,"\0\s0那，\s5走了哦——。\w8\w8\![raise,OnTypinggameNext]"
0x7C314,24,code,然后……\w8\w8\n\n\s0\_q
0x7C3A4,39,code,\0\s[20]菜单……\w8\w8\s0啦。\n\n
0x7C3D4,141,code,"\![enter,passivemode]\0\s5\_s小樱打字。\_s\w8\1\s0\n\n简称「小樱打」。\w8\w8\0\n\n……\w8\w8\s8不，那个有点……\w8\w8\n\n\w8\w8\n\n"
0x7C46C,36,code,"\![*]\q[说明,OnTypinggameTutorial]\n"
0x7C524,31,code,"\![*]\q[退出,OnTypinggameLeave]"
0x7C56C,115,code,\0\s[20]首先我说要打的字，你在键盘上输入。\w8\w8\n\n\s5普通的打字游戏呢。\w8\w8\n\n
0x7C5E8,41,code,\1\s0有时限注意点哦。\w8\w8
0x7C61C,71,code,\0\s0成绩会保存，加油留下好成绩。\w8\w8\n\n
0x7C66C,103,code,\s5啊，还有，难度可能不太正常，烦躁的时候最好别玩……\n\n\w8\w8
0x7C6DC,33,code,\1\s0……\w8\w8有点过了吧，这个。
0x7C784,29,code,\0\s0下载中——。\e
0x7C7AC,27,code,\0\s0开始下载。\e
0x7C7EC,56,code,\0\s4不要。\w8\w8\1\s0……\w8\w8不，这样就行了吗。
0x7C84C,9,code,\0\s0……
0x7C874,53,code,\0\s0\1\s1梅德尔，又有一颗星星消失了……\0\s4……
0x7C8FC,28,code,\0\s0updates2.dau 开始创建。
0x7C940,13,code,\0\s0结束。
0x7C99C,20,code,是头条啊。\n\n
0x7C9BC,25,code,\q0[][下一页]  \q1[]
0x7C9E0,38,code,][去看看] \q2[hscancel][不去]
0x7CA38,38,code,][去看看] \q1[hscancel][不去]
0x7CA78,22,code,\1\s0\b2继续啊。\n\n
0x7CABC,20,code,头条。\n\n
0x7CADC,20,code,\0\s0\b2继续。\n\n
0x7CB1C,35,code,\1\s1……\w8\w8什么线路这是……
0x7CB60,50,code,\0\s4……\w8\w8不行……\w8\w8\1\s0破线路呢。\e
0x7CBB4,70,code,\0\s4……\w8\w8不行……\w8\w8\1\s0头条传感器旧了啊。
0x7CC24,17,code,\1\s1没有更新。
0x7CC40,17,code,\0\s0没有更新。
0x7CC8C,21,code, 获取数据中。\e
0x7CCD8,65,code,\0\s0加入黑名单了。\w8\w8\1\s0南——\w4无——。\e
0x7CD54,2,code,る
0x7CD60,2,code,い
0x7CD6C,36,code,\0\s0暂且先记仙境传说日记\n\n\_q
0x7CD9C,15,code,\_q\n\n接收中。
0x7CDB4,24,code,\0\s0烂橘子\n\n\_q
0x7CDD8,53,code,\0\s0G高达中巴尔坎定位的文件\n\n\_q
0x7CE18,48,code,\0\s0妈妈那天离家出走的文件\n\n\_q
0x7CE54,17,code,的文件\n\n\_q
0x7CE70,52,code,\0\s0从今天起，我决定开始记仙境传说日记\n\n\_q
0x7CEE8,18,code,\_q\n\n的MD5对照。
0x7CF6C,13,code,\0\s0一致。\e
0x7CFAC,19,code,\0\s3……\w8\w8？\e
0x7CFE0,23,code,\0\s0连接服务器～。\e
0x7D02C,46,code,\0\s3……\w8\w8\1\s0……\w8\w8好悲伤呢。
0x7D064,69,code,\0\s[20]更新结束……\w8\w8啦。\w8\w8\s5\n\n可能变聪明了点。
0x7D12C,32,code,\0\s8……\w8\w8\1\s0破线路呢。
0x7D16C,42,code,\0\s8……\w8\w8\1\s0上传失误啊。
0x7D1A0,34,code,\0\s8……\w8\w8\1\s0破服务器呢。
0x7D1DC,77,code,\0\s[20]……\w8\w8啊。\w8\w8\n\n本体版本好像太旧了……\w8\w8\w8
0x7D234,25,code,\1\s0现在的我们是 period 
0x7D258,84,code, 以后才能运行。\w8\w8\0\s0\n\n所以，先换个本体吧。
0x7D2D0,11,code,\0\s3好慢。
0x7D2F8,11,code, 连接～。
0x7D30C,78,code,天以来的更新开始～。\w8\w8\1\s0……\w8\w8你每次都在数天数吗，%selfname。
0x7D394,2,code,年
0x7D3A0,2,code,月
0x7D3AC,2,code,日
0x7D3B8,2,code,时
0x7D3C4,2,code,分
0x7D3D0,9,code,秒。\w8\n
0x7D3FC,11,code,秒。\w8\n\n
0x7D410,53,code,\0\s0……\w8\w8\s7喂，白跑一趟吗——！\1\s1冷静点！
0x7D450,68,code,\6\0\s0所以，擅自修正了。\w8\w8\1\s0……\w8\w8行吗？
0x7D4B8,50,code,\0\s3……\w8\w8好慢……\w8\w8\1\s0破线路呢……
0x7D51C,22,code,……\w8\w8破服务器……
0x7D54C,21,code,\0\s0……\w8\w8什么？
0x7D57C,63,code,……\w8\w8被踢了……\w8\w8\1\s0密码什么的错了？
0x7D61C,4,code,封/
0x7D62C,13,code,字节\_q\n\n
0x7D644,14,code,新邮件，
0x7D65C,10,code,件到了。
0x7D688,25,code,\0\s0没有新邮件。
0x7D6AC,16,code,来信了哦。
0x7D6C8,65,code,\1\s0没有新邮件。\w8\w8\0\s0没有新的%mz。
0x7D728,22,code,连接邮件服务器～。
0x7D748,22,code,连接邮件服务器。
0x7D780,25,code,\0\s0开始安装。\e
0x7D7DC,26,code,\0\s0\1\s0\0人格\n\n「
0x7D800,4,code,」\n
0x7D810,2,code,「
0x7D81C,6,code,」\n\n
0x7D82C,22,code,安装完成。\e
0x7D84C,26,code,」\n\n安装完成。
0x7D880,24,code,\0\s0\1\s0\0外壳\n\n「
0x7D8B4,26,code,\0\s0\1\s0\0对话框\n\n「
0x7D8D8,28,code,」\n\n安装完成。\e
0x7D910,28,code,\0\s0\1\s0\0Plugin\n\n「
0x7D938,14,code,\0\s0\1\s0\0「
0x7DA24,4,code,天气
0x7DA60,4,code,搜索
0x7DAA8,6,code,卡片
0x7DAE0,4,code,设置
0x7DBB0,14,code,系统运行时间
0x7DC08,8,code,本体设置
0x7DC68,14,code,浏览器
0x7DCB0,8,code,回收站空
0x7DCF8,18,code,最近使用的文件
0x7DD14,6,code,清除
0x7DD5C,22,code,丢弃图标缓存
0x7DDC0,10,code,IP地址
0x7DE98,8,code,骰子
0x7DED4,15,code,\0\s4……\w8\w8
0x7DEEC,2,code,？
0x7DEF8,11,code,\0\s4……？
0x7DF20,19,code,\0\s1……\w8\w8唔。
0x7DF3C,6,code,至
0x7DF4C,58,code,\0\s4……\w8\w8不，住手吧，至绘。\w8\w8\1\s0……
0x7DFAC,14,code,……\w8\w8啦。
0x7DFC4,33,code,……\w8\w8啦。\1\s0搞错了哦。
0x7DFF0,39,code,地藏……\w8\w8啦。\1\s0……地藏？
0x7E020,49,code,"\![open,browser,https://www.google.com/search?q="
0x7E05C,18,code,&ie=gbk&hl=zh-CN]
0x7E094,76,code,\0\s0唔。\w8\w8\n\n\s5内存刷新时间到了！\w8\w8\n\n
0x7E0EC,37,code,\1\s0机器别死机就行。\w8\w8
0x7E11C,60,code,\0\s5那就，随便向神祈祷吧！\w8\w8\w8\n\n
0x7E164,54,code,"\s0好，走了哦——。\x\![raise,On_RefreshMemoryExecute]"
0x7E1C4,71,code,\0\s[20]……\w8\w8啦。\w8\w8\n\n\s5内存刷新完成！\w8\w8\n\n
0x7E214,41,code,\1\s0还好机器没死机。\w8\w8\n\n
0x7E248,52,code,\0这样机器运行可能变轻快了！\w8\w8\n\n
0x7E288,39,code,\1\s0我觉得是错觉哦。\w8\w8\n\n
0x7E2B8,34,code,\0乌纽不多嘴！
0x7E2F4,109,code,"\0\s[20]获取IP地址中……\w8\w8\n\n\![execute,http-get,""http://usada.sakura.vg/ip.php""]\![raise,On_IP_got]"
0x7E394,25,code,\0\s0获取完成。\w8\w8\n\n
0x7E3C8,16,code,哟。\w8\w8\n\n
0x7E3E4,32,code,复制到剪贴板？\n\n
0x7E410,36,code,"\![*]\q[是,executecopyipaddress]\n"
0x7E440,24,code,"\![*]\q[否,cancel]\n"
0x7E464,42,code,\0\s4……\w8\w8获取失败。\w8\w8\1\s1唔。
0x7E4C8,29,code,\0……\w8\w8\s1小心哦。
0x7E4F0,29,code,\0……\w8\w8\s4小心哦。
0x7E52C,42,code,\0\s0嗯。\w8\w8\n\n\s5完全没问题哦。
0x7E560,46,code,\0\s0嗯。\w8\w8\n\n\s5可能有点累了……
0x7E598,68,code,\0\s0……\w8\w8\w8\w8\s5能让我稍微睡会的话我会很开心的。
0x7E5E8,118,code,"\1\s0……\w8\w8行吗？\w8\w8\w8\w8\n\n那，我不客气了。\w8\w8\n\n\s2那再见……\w8\w8\![set,windowstate,minimize]"
0x7E668,45,code,"\1\s3……！\w8\w8\![set,windowstate,minimize]"
0x7E6A0,87,code,"\0\s8被碍事了……\w8\w8\1\s0……\w8\w8别这么说啊。\w8\![set,windowstate,minimize]"
0x7E700,74,code,"\![set,windowstate,stayontop]\0\s5嗯。\w8\w8\n\n好，现在就到前面来。"
0x7E754,90,code,"\![set,windowstate,!stayontop]\0\s8哎呀呀……\w8\w8碍事了吗。\w8\w8\1\s0真是悲伤的话呢……"
0x7E7C8,16,code,\1……\w8\w8唔。
0x7E7E4,19,code,\0……\w8\w8\s1唔。
0x7E800,19,code,\0……\w8\w8\s0嗯？
0x7E830,27,code,\0\s4……\w8\w8不去吗？
0x7E86C,47,code,\0\s0嗯。\w8\w8\n\n\s5那，从现在开始数3分钟哦。
0x7E8A4,58,code,\0\s1诶……\w8\w8啦，\w4\s0那，从现在开始重新数3分钟了。
0x7E900,47,code,\0\s0嗯。\w8\w8\n\n\s5那，从现在开始数4分钟哦。
0x7E938,58,code,\0\s1诶……\w8\w8啦，\w4\s0那，从现在开始重新数4分钟了。
0x7E994,47,code,\0\s0嗯。\w8\w8\n\n\s5那，从现在开始数5分钟哦。
0x7E9CC,58,code,\0\s1诶……\w8\w8啦，\w4\s0那，从现在开始重新数5分钟了。
0x7EA10,64,code,"\![enter,passivemode]\0\s5设置完成后按 OK 按钮哦。"
0x7EA78,90,code,"\s[20]清空回收站……\w8\w8啦。\w8\w8\n\n\![raise,Execute,clearrecyclebin]\s5完成了。"
0x7EADC,109,code,"\s[20]清除最近使用的文件……\w8\w8啦。\w8\w8\n\n\![raise,Execute,clearrecentdirectory]\s5完成了。"
0x7EC28,23,code,\0\s0通知列表。
0x7EC48,19,code,\0\s5要滚动看看吗？
0x7EC84,63,code,\0\s[20]复制IP地址……\w8\w8啦。\w8\w8\n\n\s5完成了。
0x7ECE4,21,code,\0\s0待办列表。
0x7ED04,101,code,"\s[20]清除图标缓存……\w8\w8啦。\w8\w8\n\n\![raise,Execute,updateexplorer]\s5完成了。"
0x7ED74,49,code,\0\s[20]当前OS的连续运行时间是……\w8\w8\n\n\s0
0x7EDB0,4,code,小时
0x7EDC0,2,code,秒
0x7EDCC,6,code,哦。
0x7EDEC,68,code,\0\s5知道古朗基语可真内行啊。\w8\w8\1\s1呼呼呼。
0x7EE4C,60,code,\0\s5知道重力语可真宅啊。\w8\w8\1\s1……
0x7EEA8,24,code,\0\s8……\w8\w8\1\s0……
0x7EF08,31,code,\s[20]游戏……\w8\w8\s0啦。\n
0x7EF30,58,code,"\![*]\q[小樱打字,OnTypinggameEnter]\_q - New!\_q\n"
0x7EF74,45,code,"\![*]\q[小樱打字,OnTypinggameEnter]\n"
0x7EFAC,35,code,"\![*]\q[小樱问答,OnQuizEnter]\n"
0x7EFD8,34,code,"\![*]\q[小樱视力测试,eyesight]\n"
0x7F004,26,code,"\![*]\q[取消,cancel]"
0x7F068,17,code,\0\s0哪一个？\n
0x7F084,52,code,"\![*]\q[人格使用率 - 合计,rateofusegraphtotal]\n"
0x7F0C4,53,code,"\![*]\q[人格使用率 - 个别,rateofusegraphsingle]\n"
0x7F104,47,code,"\![*]\q[对话框使用率,rateofusegraphballoon]\n"
0x7F1C0,20,code,\b[2]\0\s0怎么了？\n
0x7F1E0,22,code,"\![*]\q[搜索,google]\n"
0x7F200,27,code,"\![*]\q[天气预报,weather]\n"
0x7F224,26,code,"\![*]\q[校准时钟,sntp]\n"
0x7F28C,22,code,"\![*]\q[骰子,dice]\n"
0x7F2AC,86,code,"\![*]\q[3分,timer3minutes]／\q[4分,timer4minutes]／\q[5分,timer5minutes]\_q计时\_q\n"
0x7F30C,31,code,"\![*]\q[古朗基语转换,jtogg]\n"
0x7F334,27,code,"\![*]\q[重力语转换,jtogv]\n"
0x7F358,34,code,"\![*]\q[CompJapan功能,compjapan]\n"
0x7F384,38,code,"\![*]\q[OS连续运行时间？,ostime]\n"
0x7F3B4,47,code,"\![*]\q[这台机器的IP地址是？,ipaddress]\n"
0x7F3EC,43,code,"\![*]\q[清空回收站,clearrecyclebin]\n"
0x7F420,62,code,"\![*]\q[清除「最近使用的文件」,clearrecentdirectory]\n"
0x7F468,52,code,"\![*]\q[清除图标缓存,updateexplorer]\n"
0x7F4A8,52,code,"\![*]\q[清除字体缓存,clearfontcache]\n"
0x7F4E8,46,code,"\![*]\q[刷新内存,On_RefreshMemory]\n"
0x7F538,69,code,\0\s[20]删除字体缓存……\w8\w8啦。\w8\w8\n\n\s5完成了。
0x7F59C,29,code,\0\s0请输入要搜索的单词。
0x7F5EC,112,code,"\0\s0开始调查天气～。\![execute,http-get,""http://tenki.www.infoseek.co.jp/yoho/y4410.html""]\![raise,OnWeather]"
0x7F688,37,code,\0\s0就是操作方法之类的说明\n\n
0x7F6B8,30,code,"\![*]\q[基础,tutorial_basic]\n"
0x7F6E0,40,code,"\![*]\q[安装教程,tutorial_install]\n"
0x7F714,37,code,"\![*]\q[快捷键教程,tutorial_hotkey]\n"
0x7F744,43,code,"\![*]\q[樱的特色元素,tutorial_sakura]\n"
0x7F778,27,code,"\![*]\q[返回,tutorial_quit]"
0x7F7B4,117,code,"\0\s0随便弄弄大概总能行的。\w8\w8\1\s0……\w8\w8不，这样就行了吗。\x\![raise,OnChoiceSelect,tutorial]"
0x7F84C,35,code,\0\s5以下是我特色元素的说明\n\n
0x7F878,71,code,"\![*]\q[关于几个难懂的元素,tutorial_sakura_difficult]\n"
0x7F8C8,22,code,"\![*]\q[返回,tutorial]"
0x7F90C,49,code,\0\s0呃——。\w8\w8\n\n首先，是只限w2k的话题，
0x7F948,94,code,时钟和模拟时钟之类的，那些都可以拖放到喜欢的位置。\w8\w8\n\n
0x7F9B0,47,code,\1\s0放在不碍事的位置就好。\w8\w8\n\n
0x7F9E8,90,code,\0\s0还有，双击可以回到默认位置。\w8\w8\n\n\s5好好布置哦。\w8\w8
0x7FA4C,51,code,\1\s0嘛，实在嫌碍事的话关掉也行哦。\x
0x7FAD8,41,code,\0\s[20]安装……\w8\w8\s0啦。\n\n
0x7FB38,44,code,"\![*]\q[安装(拖放),tutorial_install_dnd]\n"
0x7FBC4,72,code,\0\s[20]nar 呢，是这个程序用的数据文件的名字。\w8\w8
0x7FC18,107,code,\n\n\s0基本上，不管什么东西都必定打包在1个nar文件里，扩展名是 .nar。\w8\w8\w8
0x7FC8C,184,code,\1\s0无论什么人格，外壳，发布时一定会变成 nar。\w8\w8\n\n用户桑的仓库目录里，nar 文件会排成一排，像小山一样。\w8\w8
0x7FD50,20,code,\0\n\n就是这样。
0x7FDC4,126,code,\0\s[20]呃……\w8\w8\n\n\s0想要安装的 nar 文件拖放给我，这样就安装结束了。\w8\w8
0x7FE4C,15,code,\1\s0简单呢。
0x7FE84,187,code,\0\s0有个特别方便的功能，直接把 URL 拖放给我的话，会从服务器下载那个文件并安装到完成。\w8\n\n这就是 URL DnD。\w8\w8
0x7FF48,35,code,\1\s0最近这边是主流呢。\w8\w8
0x7FF74,195,code,\0\n\n从浏览器拖拽链接过来就行，更简单。\w8\w8\n\n顺便下载的文件在默认情况下保存到家目录的 nar 目录里。\w8\w8
0x80040,116,code,\1\n\n唯一的弱点是……\w8\w8没有续传之类的功能，网速慢的话就比较那个了。\w8\w8
0x800C0,35,code,\0\s1\n\n嘛，就这些啦……
